Job ID,Job Title,Department,Job Category,Job Subcategory,Education Requirement,Certification Required,Experience Level,Fellowship Required,Key Skills,Tools Used,Work Setting,Job Description,Growth Outlook,Minimum salary,Maximum salary, 
PRS-001,Plastic Surgeon,Plastic and Reconstructive Surgery,Clinical,Plastic Surgery Specialist,MD,Board Certification in Plastic Surgery,Senior,Yes,"Reconstructive surgery, cosmetic surgery, microsurgery, tissue transfer, aesthetic procedures","Surgical instruments, microscopes, lasers, electrocautery, imaging systems, EMR systems","Operating Room, Outpatient Clinic","Performs complex reconstructive and cosmetic surgical procedures to restore form and function. Specializes in aesthetic enhancement and reconstruction following trauma, cancer, or congenital defects.",High,450000,700000, 
PRS-002,Reconstructive Surgeon,Plastic and Reconstructive Surgery,Clinical,Reconstructive Surgery Specialist,MD,Board Certification in Plastic Surgery,Senior,Yes,"Complex reconstruction, microsurgery, tissue engineering, craniofacial surgery, hand surgery","Microsurgical instruments, operating microscopes, tissue expanders, implants, EMR systems","Operating Room, Hospital","Specializes in complex reconstructive procedures following trauma, cancer resection, or congenital abnormalities. Performs microsurgical tissue transfers and advanced reconstructive techniques.",High,400000,600000, 
PRS-003,Plastic Surgery Resident,Plastic and Reconstructive Surgery,Clinical,Surgical Trainee,MD,"Medical License, ACLS, BLS",Junior,No,"Surgical techniques, patient assessment, wound care, suturing, medical research","Surgical instruments, medical devices, EMR systems, research databases","Operating Room, Hospital, Clinic","Training physician learning plastic and reconstructive surgery techniques under supervision. Participates in surgeries, patient care, and research activities while completing residency program.",High,55000,65000, 
PRS-004,Plastic Surgery Nurse,Plastic and Reconstructive Surgery,Clinical,Surgical Nurse,BSN,"CNOR, ACLS, BLS",Mid-Level,No,"Surgical nursing, sterile technique, patient monitoring, wound care, post-operative care","Surgical instruments, monitoring equipment, EMR systems, wound care supplies","Operating Room, Recovery Unit",Provides specialized nursing care during plastic surgery procedures and post-operative recovery. Maintains sterile field and assists surgeons with complex procedures.,High,75000,95000, 
PRS-005,Plastic Surgery Physician Assistant,Plastic and Reconstructive Surgery,Clinical,Advanced Practice Provider,Master's in PA,"PA-C, ACLS, BLS",Mid-Level,No,"Patient assessment, minor procedures, post-operative care, patient education, surgical assistance","Diagnostic equipment, surgical instruments, EMR systems, imaging systems","Outpatient Clinic, Operating Room","Provides comprehensive care to plastic surgery patients including pre-operative assessment, minor procedures, and post-operative follow-up. Assists with surgeries and manages routine patient care.",High,100000,125000, 
PRS-006,Plastic Surgery Nurse Practitioner,Plastic and Reconstructive Surgery,Clinical,Advanced Practice Nurse,MSN,"NP Certification, ACLS, BLS",Senior,No,"Advanced assessment, prescriptive authority, non-surgical procedures, patient education, care coordination","Diagnostic equipment, non-surgical devices, EMR systems, injection systems","Outpatient Clinic, Medical Spa","Provides advanced nursing care and non-surgical cosmetic procedures under physician supervision. Conducts patient consultations, performs minor procedures, and manages post-operative care.",High,110000,140000, 
PRS-007,Plastic Surgery Anesthesiologist,Plastic and Reconstructive Surgery,Clinical,Anesthesia Specialist,MD,Board Certification in Anesthesiology,Senior,No,"Anesthesia management, pain control, patient monitoring, sedation, emergency response","Anesthesia machines, monitoring equipment, ventilators, EMR systems","Operating Room, Ambulatory Surgery Center","Provides anesthesia services for plastic surgery procedures, managing patient comfort and safety during operations. Specializes in techniques for cosmetic and reconstructive surgeries.",Moderate,350000,450000, 
PRS-008,Plastic Surgery Scrub Technician,Plastic and Reconstructive Surgery,Support,Surgical Technician,Certificate Program,"CST, BLS",Mid-Level,No,"Sterile technique, instrument handling, surgical preparation, equipment maintenance, anatomy knowledge","Surgical instruments, sterilization equipment, microscopes, specialized plastic surgery tools",Operating Room,Prepares operating room and maintains sterile field during plastic surgery procedures. Assists surgeons by providing instruments and maintaining equipment during complex operations.,High,45000,60000, 
PRS-009,Plastic Surgery Scheduler,Plastic and Reconstructive Surgery,Administrative,Patient Scheduling,High School Diploma,Medical Office Administration,Junior,No,"Scheduling, patient communication, insurance verification, appointment coordination, computer skills","Scheduling software, EMR systems, phones, computers, insurance verification systems","Outpatient Clinic, Administrative Office","Manages patient scheduling for plastic surgery consultations, procedures, and follow-up appointments. Coordinates with insurance companies and handles pre-operative scheduling requirements.",Moderate,35000,45000, 
PRS-010,Plastic Surgery Coordinator,Plastic and Reconstructive Surgery,Administrative,Patient Care Coordination,Bachelor's Degree,BLS,Mid-Level,No,"Patient education, surgical coordination, insurance navigation, communication, problem-solving","EMR systems, communication devices, educational materials, scheduling software","Outpatient Clinic, Administrative Office",Coordinates patient care from initial consultation through post-operative follow-up for plastic surgery patients. Provides education about procedures and manages pre-operative preparation.,High,50000,65000, 
PRS-011,Medical Aesthetician,Plastic and Reconstructive Surgery,Clinical,Aesthetic Specialist,Aesthetician Certificate,State Aesthetician License,Mid-Level,No,"Skin analysis, non-invasive treatments, chemical peels, laser therapy, patient education","Laser systems, chemical peel solutions, skin analysis equipment, EMR systems","Medical Spa, Outpatient Clinic","Provides non-invasive aesthetic treatments and skin care services under physician supervision. Performs chemical peels, laser treatments, and other cosmetic procedures.",High,40000,60000, 
PRS-012,Plastic Surgery Research Coordinator,Plastic and Reconstructive Surgery,Administrative,Research Coordination,Bachelor's Degree,GCP Certification,Mid-Level,No,"Clinical research, data collection, protocol management, regulatory compliance, statistical analysis","Research databases, statistical software, EMR systems, data collection tools","Research Office, Hospital","Manages clinical research studies in plastic surgery, coordinating patient recruitment and data collection. Ensures compliance with research protocols and regulatory requirements.",Moderate,55000,70000, 
